feature,threshold,direction,tp,tn,fp,fn,accuracy,balanced_accuracy,precision,recall,specificity
answer_topk_mass,0.3878815562311112,>=,81,55,45,19,0.68,0.68,0.6428571428571429,0.81,0.55
answer_topk_mass,0.3878815562311112,<=,20,45,55,80,0.325,0.325,0.26666666666666666,0.2,0.45
answer_topk_mass,0.3879866469015158,>=,80,55,45,20,0.675,0.675,0.64,0.8,0.55
answer_topk_mass,0.3879866469015158,<=,20,44,56,80,0.32,0.32,0.2631578947368421,0.2,0.44
answer_topk_mass,0.388506250474671,>=,80,56,44,20,0.68,0.68,0.6451612903225806,0.8,0.56
answer_topk_mass,0.388506250474671,<=,21,44,56,79,0.325,0.325,0.2727272727272727,0.21,0.44
answer_topk_mass,0.3885326542190132,>=,79,56,44,21,0.675,0.675,0.6422764227642277,0.79,0.56
answer_topk_mass,0.3885326542190132,<=,21,43,57,79,0.32,0.32,0.2692307692307692,0.21,0.43
answer_topk_mass,0.38894793230337293,>=,79,57,43,21,0.68,0.6799999999999999,0.6475409836065574,0.79,0.57
answer_topk_mass,0.38894793230337293,<=,21,42,58,79,0.315,0.315,0.26582278481012656,0.21,0.42
answer_topk_mass,0.3896770860378871,>=,79,58,42,21,0.685,0.685,0.6528925619834711,0.79,0.58
answer_topk_mass,0.3896770860378871,<=,21,41,59,79,0.31,0.31,0.2625,0.21,0.41
answer_topk_mass,0.3897197824636904,>=,79,59,41,21,0.69,0.69,0.6583333333333333,0.79,0.59
answer_topk_mass,0.3897197824636904,<=,21,40,60,79,0.305,0.305,0.25925925925925924,0.21,0.4
answer_topk_mass,0.3900539097716579,>=,79,60,40,21,0.695,0.6950000000000001,0.6638655462184874,0.79,0.6
answer_topk_mass,0.3900539097716579,<=,22,40,60,78,0.31,0.31,0.2682926829268293,0.22,0.4
answer_topk_mass,0.3902169023779948,>=,78,60,40,22,0.69,0.69,0.6610169491525424,0.78,0.6
answer_topk_mass,0.3902169023779948,<=,23,40,60,77,0.315,0.315,0.27710843373493976,0.23,0.4
answer_topk_mass,0.3908467754596825,>=,77,60,40,23,0.685,0.685,0.6581196581196581,0.77,0.6
answer_topk_mass,0.3908467754596825,<=,23,39,61,77,0.31,0.31,0.27380952380952384,0.23,0.39
answer_topk_mass,0.3920320750258887,>=,77,61,39,23,0.69,0.69,0.6637931034482759,0.77,0.61
answer_topk_mass,0.3920320750258887,<=,23,38,62,77,0.305,0.305,0.27058823529411763,0.23,0.38
answer_topk_mass,0.39275033584762176,>=,77,62,38,23,0.695,0.6950000000000001,0.6695652173913044,0.77,0.62
answer_topk_mass,0.39275033584762176,<=,23,37,63,77,0.3,0.3,0.26744186046511625,0.23,0.37
answer_topk_mass,0.39296206601907074,>=,77,63,37,23,0.7,0.7,0.6754385964912281,0.77,0.63
answer_topk_mass,0.39296206601907074,<=,24,37,63,76,0.305,0.305,0.27586206896551724,0.24,0.37
answer_topk_mass,0.3929631000819572,>=,76,63,37,24,0.695,0.6950000000000001,0.672566371681416,0.76,0.63
answer_topk_mass,0.3929631000819572,<=,25,37,63,75,0.31,0.31,0.2840909090909091,0.25,0.37
answer_topk_mass,0.3938488021549986,>=,75,63,37,25,0.69,0.69,0.6696428571428571,0.75,0.63
answer_topk_mass,0.3938488021549986,<=,26,37,63,74,0.315,0.315,0.29213483146067415,0.26,0.37
answer_topk_mass,0.3952835112409452,>=,74,63,37,26,0.685,0.685,0.6666666666666666,0.74,0.63
answer_topk_mass,0.3952835112409452,<=,27,37,63,73,0.32,0.32,0.3,0.27,0.37
answer_topk_mass,0.3954774019864215,>=,73,63,37,27,0.68,0.6799999999999999,0.6636363636363637,0.73,0.63
answer_topk_mass,0.3954774019864215,<=,28,37,63,72,0.325,0.325,0.3076923076923077,0.28,0.37
answer_topk_mass,0.39555310002361416,>=,72,63,37,28,0.675,0.675,0.6605504587155964,0.72,0.63
answer_topk_mass,0.39555310002361416,<=,28,36,64,72,0.32,0.32,0.30434782608695654,0.28,0.36
answer_topk_mass,0.39563507791962377,>=,72,64,36,28,0.68,0.6799999999999999,0.6666666666666666,0.72,0.64
answer_topk_mass,0.39563507791962377,<=,28,35,65,72,0.315,0.315,0.3010752688172043,0.28,0.35
answer_topk_mass,0.39602920652238255,>=,72,65,35,28,0.685,0.685,0.6728971962616822,0.72,0.65
answer_topk_mass,0.39602920652238255,<=,28,34,66,72,0.31,0.31000000000000005,0.2978723404255319,0.28,0.34
answer_topk_mass,0.3960411628551171,>=,72,66,34,28,0.69,0.69,0.6792452830188679,0.72,0.66
answer_topk_mass,0.3960411628551171,<=,28,33,67,72,0.305,0.30500000000000005,0.29473684210526313,0.28,0.33
answer_topk_mass,0.3963015008252599,>=,72,67,33,28,0.695,0.6950000000000001,0.6857142857142857,0.72,0.67
answer_topk_mass,0.3963015008252599,<=,29,33,67,71,0.31,0.31,0.3020833333333333,0.29,0.33
answer_topk_mass,0.39710704508659217,>=,71,67,33,29,0.69,0.69,0.6826923076923077,0.71,0.67
answer_topk_mass,0.39710704508659217,<=,30,33,67,70,0.315,0.315,0.30927835051546393,0.3,0.33
answer_topk_mass,0.3974669368098914,>=,70,67,33,30,0.685,0.685,0.6796116504854369,0.7,0.67
answer_topk_mass,0.3974669368098914,<=,31,33,67,69,0.32,0.32,0.3163265306122449,0.31,0.33
answer_topk_mass,0.39761362339286077,>=,69,67,33,31,0.68,0.6799999999999999,0.6764705882352942,0.69,0.67
answer_topk_mass,0.39761362339286077,<=,32,33,67,68,0.325,0.325,0.32323232323232326,0.32,0.33
answer_topk_mass,0.3980068274091392,>=,68,67,33,32,0.675,0.675,0.6732673267326733,0.68,0.67
answer_topk_mass,0.3980068274091392,<=,33,33,67,67,0.33,0.33,0.33,0.33,0.33
answer_topk_mass,0.3988053717162713,>=,67,67,33,33,0.67,0.67,0.67,0.67,0.67
answer_topk_mass,0.3988053717162713,<=,33,32,68,67,0.325,0.325,0.32673267326732675,0.33,0.32
answer_topk_mass,0.39955525146753,>=,67,68,32,33,0.675,0.675,0.6767676767676768,0.67,0.68
answer_topk_mass,0.39955525146753,<=,33,31,69,67,0.32,0.32,0.3235294117647059,0.33,0.31
answer_topk_mass,0.40037963096005835,>=,67,69,31,33,0.68,0.6799999999999999,0.6836734693877551,0.67,0.69
answer_topk_mass,0.40037963096005835,<=,34,31,69,66,0.325,0.325,0.3300970873786408,0.34,0.31
answer_topk_mass,0.40056534800136356,>=,66,69,31,34,0.675,0.675,0.6804123711340206,0.66,0.69
answer_topk_mass,0.40056534800136356,<=,34,30,70,66,0.32,0.32,0.3269230769230769,0.34,0.3
answer_topk_mass,0.4010704670093594,>=,66,70,30,34,0.68,0.6799999999999999,0.6875,0.66,0.7
answer_topk_mass,0.4010704670093594,<=,35,30,70,65,0.325,0.32499999999999996,0.3333333333333333,0.35,0.3
answer_topk_mass,0.4020659953886813,>=,65,70,30,35,0.675,0.675,0.6842105263157895,0.65,0.7
answer_topk_mass,0.4020659953886813,<=,35,29,71,65,0.32,0.31999999999999995,0.330188679245283,0.35,0.29
answer_topk_mass,0.4022340844016671,>=,65,71,29,35,0.68,0.6799999999999999,0.6914893617021277,0.65,0.71
answer_topk_mass,0.4022340844016671,<=,36,29,71,64,0.325,0.32499999999999996,0.3364485981308411,0.36,0.29
answer_topk_mass,0.4027907815499574,>=,64,71,29,36,0.675,0.675,0.6881720430107527,0.64,0.71
answer_topk_mass,0.4027907815499574,<=,36,28,72,64,0.32,0.32,0.3333333333333333,0.36,0.28
answer_topk_mass,0.4034950526226197,>=,64,72,28,36,0.68,0.6799999999999999,0.6956521739130435,0.64,0.72
answer_topk_mass,0.4034950526226197,<=,37,28,72,63,0.325,0.325,0.3394495412844037,0.37,0.28
answer_topk_mass,0.4044969810494066,>=,63,72,28,37,0.675,0.675,0.6923076923076923,0.63,0.72
answer_topk_mass,0.4044969810494066,<=,38,28,72,62,0.33,0.33,0.34545454545454546,0.38,0.28
answer_topk_mass,0.4046924540258682,>=,62,72,28,38,0.67,0.6699999999999999,0.6888888888888889,0.62,0.72
answer_topk_mass,0.4046924540258682,<=,38,27,73,62,0.325,0.325,0.34234234234234234,0.38,0.27
answer_topk_mass,0.40505904932854503,>=,62,73,27,38,0.675,0.675,0.6966292134831461,0.62,0.73
answer_topk_mass,0.40505904932854503,<=,39,27,73,61,0.33,0.33,0.3482142857142857,0.39,0.27
answer_topk_mass,0.40513196309280125,>=,61,73,27,39,0.67,0.6699999999999999,0.6931818181818182,0.61,0.73
answer_topk_mass,0.40513196309280125,<=,40,27,73,60,0.335,0.335,0.35398230088495575,0.4,0.27
answer_topk_mass,0.4053208966776005,>=,60,73,27,40,0.665,0.665,0.6896551724137931,0.6,0.73
answer_topk_mass,0.4053208966776005,<=,40,26,74,60,0.33,0.33,0.3508771929824561,0.4,0.26
answer_topk_mass,0.4060799078220149,>=,60,74,26,40,0.67,0.6699999999999999,0.6976744186046512,0.6,0.74
answer_topk_mass,0.4060799078220149,<=,40,25,75,60,0.325,0.325,0.34782608695652173,0.4,0.25
answer_topk_mass,0.4060862584073071,>=,60,75,25,40,0.675,0.675,0.7058823529411765,0.6,0.75
answer_topk_mass,0.4060862584073071,<=,40,24,76,60,0.32,0.32,0.3448275862068966,0.4,0.24
answer_topk_mass,0.4062885065571167,>=,60,76,24,40,0.68,0.6799999999999999,0.7142857142857143,0.6,0.76
answer_topk_mass,0.4062885065571167,<=,41,24,76,59,0.325,0.32499999999999996,0.3504273504273504,0.41,0.24
answer_topk_mass,0.40664767414270164,>=,59,76,24,41,0.675,0.675,0.7108433734939759,0.59,0.76
answer_topk_mass,0.40664767414270164,<=,42,24,76,58,0.33,0.32999999999999996,0.3559322033898305,0.42,0.24
answer_topk_mass,0.40708537181791493,>=,58,76,24,42,0.67,0.6699999999999999,0.7073170731707317,0.58,0.76
answer_topk_mass,0.40708537181791493,<=,43,24,76,57,0.335,0.33499999999999996,0.36134453781512604,0.43,0.24
answer_topk_mass,0.40728222610966697,>=,57,76,24,43,0.665,0.665,0.7037037037037037,0.57,0.76
answer_topk_mass,0.40728222610966697,<=,43,23,77,57,0.33,0.33,0.35833333333333334,0.43,0.23
answer_topk_mass,0.4075093486372008,>=,57,77,23,43,0.67,0.6699999999999999,0.7125,0.57,0.77
answer_topk_mass,0.4075093486372008,<=,43,22,78,57,0.325,0.325,0.35537190082644626,0.43,0.22
answer_topk_mass,0.4087846166724105,>=,57,78,22,43,0.675,0.675,0.7215189873417721,0.57,0.78
answer_topk_mass,0.4087846166724105,<=,43,21,79,57,0.32,0.32,0.3524590163934426,0.43,0.21
answer_topk_mass,0.41044719617560893,>=,57,79,21,43,0.68,0.6799999999999999,0.7307692307692307,0.57,0.79
answer_topk_mass,0.41044719617560893,<=,44,21,79,56,0.325,0.325,0.35772357723577236,0.44,0.21
answer_topk_mass,0.41089679847567845,>=,56,79,21,44,0.675,0.675,0.7272727272727273,0.56,0.79
answer_topk_mass,0.41089679847567845,<=,45,21,79,55,0.33,0.33,0.3629032258064516,0.45,0.21
answer_topk_mass,0.41122551099932936,>=,55,79,21,45,0.67,0.67,0.7236842105263158,0.55,0.79
answer_topk_mass,0.41122551099932936,<=,46,21,79,54,0.335,0.335,0.368,0.46,0.21
answer_topk_mass,0.41156981308755997,>=,54,79,21,46,0.665,0.665,0.72,0.54,0.79
answer_topk_mass,0.41156981308755997,<=,47,21,79,53,0.34,0.33999999999999997,0.373015873015873,0.47,0.21
answer_topk_mass,0.4116737198998016,>=,53,79,21,47,0.66,0.66,0.7162162162162162,0.53,0.79
answer_topk_mass,0.4116737198998016,<=,47,20,80,53,0.335,0.33499999999999996,0.3700787401574803,0.47,0.2
answer_topk_mass,0.41229664296565954,>=,53,80,20,47,0.665,0.665,0.726027397260274,0.53,0.8
answer_topk_mass,0.41229664296565954,<=,47,19,81,53,0.33,0.32999999999999996,0.3671875,0.47,0.19
answer_topk_mass,0.4127104733565837,>=,53,81,19,47,0.67,0.67,0.7361111111111112,0.53,0.81
answer_topk_mass,0.4127104733565837,<=,47,18,82,53,0.325,0.32499999999999996,0.3643410852713178,0.47,0.18
answer_topk_mass,0.4127452128996371,>=,53,82,18,47,0.675,0.675,0.7464788732394366,0.53,0.82
answer_topk_mass,0.4127452128996371,<=,48,18,82,52,0.33,0.32999999999999996,0.36923076923076925,0.48,0.18
answer_topk_mass,0.4132500710875877,>=,52,82,18,48,0.67,0.6699999999999999,0.7428571428571429,0.52,0.82
answer_topk_mass,0.4132500710875877,<=,48,17,83,52,0.325,0.325,0.366412213740458,0.48,0.17
answer_topk_mass,0.4146013361806123,>=,52,83,17,48,0.675,0.675,0.7536231884057971,0.52,0.83
answer_topk_mass,0.4146013361806123,<=,49,17,83,51,0.33,0.33,0.3712121212121212,0.49,0.17
answer_topk_mass,0.4151741295216882,>=,51,83,17,49,0.67,0.6699999999999999,0.75,0.51,0.83
answer_topk_mass,0.4151741295216882,<=,50,17,83,50,0.335,0.335,0.37593984962406013,0.5,0.17
answer_topk_mass,0.4157528115384758,>=,50,83,17,50,0.665,0.665,0.746268656716418,0.5,0.83
answer_topk_mass,0.4157528115384758,<=,51,17,83,49,0.34,0.34,0.3805970149253731,0.51,0.17
answer_topk_mass,0.4169276436714653,>=,49,83,17,51,0.66,0.6599999999999999,0.7424242424242424,0.49,0.83
answer_topk_mass,0.4169276436714653,<=,51,16,84,49,0.335,0.335,0.37777777777777777,0.51,0.16
answer_topk_mass,0.41705468286490255,>=,49,84,16,51,0.665,0.665,0.7538461538461538,0.49,0.84
answer_topk_mass,0.41705468286490255,<=,52,16,84,48,0.34,0.34,0.38235294117647056,0.52,0.16
answer_topk_mass,0.41720823781814104,>=,48,84,16,52,0.66,0.6599999999999999,0.75,0.48,0.84
answer_topk_mass,0.41720823781814104,<=,52,15,85,48,0.335,0.335,0.3795620437956204,0.52,0.15
answer_topk_mass,0.4174741990825154,>=,48,85,15,52,0.665,0.665,0.7619047619047619,0.48,0.85
answer_topk_mass,0.4174741990825154,<=,53,15,85,47,0.34,0.34,0.38405797101449274,0.53,0.15
answer_topk_mass,0.4180570307504492,>=,47,85,15,53,0.66,0.6599999999999999,0.7580645161290323,0.47,0.85
answer_topk_mass,0.4180570307504492,<=,54,15,85,46,0.345,0.34500000000000003,0.38848920863309355,0.54,0.15
answer_topk_mass,0.4183585731347861,>=,46,85,15,54,0.655,0.655,0.7540983606557377,0.46,0.85
answer_topk_mass,0.4183585731347861,<=,55,15,85,45,0.35,0.35000000000000003,0.39285714285714285,0.55,0.15
answer_topk_mass,0.4187748504418216,>=,45,85,15,55,0.65,0.65,0.75,0.45,0.85
answer_topk_mass,0.4187748504418216,<=,55,14,86,45,0.345,0.34500000000000003,0.3900709219858156,0.55,0.14
answer_topk_mass,0.4194740897134268,>=,45,86,14,55,0.655,0.655,0.7627118644067796,0.45,0.86
answer_topk_mass,0.4194740897134268,<=,55,13,87,45,0.34,0.34,0.3873239436619718,0.55,0.13
answer_topk_mass,0.4196909074579725,>=,45,87,13,55,0.66,0.66,0.7758620689655172,0.45,0.87
answer_topk_mass,0.4196909074579725,<=,56,13,87,44,0.345,0.34500000000000003,0.3916083916083916,0.56,0.13
answer_topk_mass,0.41980003423761264,>=,44,87,13,56,0.655,0.655,0.7719298245614035,0.44,0.87
answer_topk_mass,0.41980003423761264,<=,57,13,87,43,0.35,0.35,0.3958333333333333,0.57,0.13
answer_topk_mass,0.4204411905476922,>=,43,87,13,57,0.65,0.65,0.7678571428571429,0.43,0.87
answer_topk_mass,0.4204411905476922,<=,57,12,88,43,0.345,0.345,0.3931034482758621,0.57,0.12
answer_topk_mass,0.4213894914523252,>=,43,88,12,57,0.655,0.655,0.7818181818181819,0.43,0.88
answer_topk_mass,0.4213894914523252,<=,58,12,88,42,0.35,0.35,0.3972602739726027,0.58,0.12
answer_topk_mass,0.42158948131367663,>=,42,88,12,58,0.65,0.65,0.7777777777777778,0.42,0.88
answer_topk_mass,0.42158948131367663,<=,59,12,88,41,0.355,0.355,0.4013605442176871,0.59,0.12
answer_topk_mass,0.42298737842775236,>=,41,88,12,59,0.645,0.645,0.7735849056603774,0.41,0.88
answer_topk_mass,0.42298737842775236,<=,60,12,88,40,0.36,0.36,0.40540540540540543,0.6,0.12
answer_topk_mass,0.4233692745380655,>=,40,88,12,60,0.64,0.64,0.7692307692307693,0.4,0.88
answer_topk_mass,0.4233692745380655,<=,60,11,89,40,0.355,0.355,0.40268456375838924,0.6,0.11
answer_topk_mass,0.4237685979328486,>=,40,89,11,60,0.645,0.645,0.7843137254901961,0.4,0.89
answer_topk_mass,0.4237685979328486,<=,60,10,90,40,0.35,0.35,0.4,0.6,0.1
answer_topk_mass,0.4239962728025364,>=,40,90,10,60,0.65,0.65,0.8,0.4,0.9
answer_topk_mass,0.4239962728025364,<=,61,10,90,39,0.355,0.355,0.40397350993377484,0.61,0.1
answer_topk_mass,0.42562260470498847,>=,39,90,10,61,0.645,0.645,0.7959183673469388,0.39,0.9
answer_topk_mass,0.42562260470498847,<=,62,10,90,38,0.36,0.36,0.40789473684210525,0.62,0.1
answer_topk_mass,0.4258724599427566,>=,38,90,10,62,0.64,0.64,0.7916666666666666,0.38,0.9
answer_topk_mass,0.4258724599427566,<=,62,9,91,38,0.355,0.355,0.40522875816993464,0.62,0.09
answer_topk_mass,0.4263168937866483,>=,38,91,9,62,0.645,0.645,0.8085106382978723,0.38,0.91
answer_topk_mass,0.4263168937866483,<=,62,8,92,38,0.35,0.35,0.4025974025974026,0.62,0.08
answer_topk_mass,0.4270678982573495,>=,38,92,8,62,0.65,0.65,0.8260869565217391,0.38,0.92
answer_topk_mass,0.4270678982573495,<=,63,8,92,37,0.355,0.355,0.4064516129032258,0.63,0.08
answer_topk_mass,0.4272775797187286,>=,37,92,8,63,0.645,0.645,0.8222222222222222,0.37,0.92
answer_topk_mass,0.4272775797187286,<=,64,8,92,36,0.36,0.36,0.41025641025641024,0.64,0.08
answer_topk_mass,0.42806069656372225,>=,36,92,8,64,0.64,0.64,0.8181818181818182,0.36,0.92
answer_topk_mass,0.42806069656372225,<=,65,8,92,35,0.365,0.365,0.4140127388535032,0.65,0.08
answer_topk_mass,0.42815333936461175,>=,35,92,8,65,0.635,0.635,0.813953488372093,0.35,0.92
answer_topk_mass,0.42815333936461175,<=,66,8,92,34,0.37,0.37,0.4177215189873418,0.66,0.08
answer_topk_mass,0.42892769479226234,>=,34,92,8,66,0.63,0.63,0.8095238095238095,0.34,0.92
answer_topk_mass,0.42892769479226234,<=,67,8,92,33,0.375,0.375,0.42138364779874216,0.67,0.08
answer_topk_mass,0.4298173704634301,>=,33,92,8,67,0.625,0.625,0.8048780487804879,0.33,0.92
answer_topk_mass,0.4298173704634301,<=,67,7,93,33,0.37,0.37,0.41875,0.67,0.07
answer_topk_mass,0.43013575532178594,>=,33,93,7,67,0.63,0.63,0.825,0.33,0.93
answer_topk_mass,0.43013575532178594,<=,68,7,93,32,0.375,0.375,0.422360248447205,0.68,0.07
answer_topk_mass,0.4301389505438969,>=,32,93,7,68,0.625,0.625,0.8205128205128205,0.32,0.93
answer_topk_mass,0.4301389505438969,<=,69,7,93,31,0.38,0.38,0.42592592592592593,0.69,0.07
answer_topk_mass,0.43114853866272557,>=,31,93,7,69,0.62,0.62,0.8157894736842105,0.31,0.93
answer_topk_mass,0.43114853866272557,<=,69,6,94,31,0.375,0.375,0.4233128834355828,0.69,0.06
answer_topk_mass,0.43173287114803666,>=,31,94,6,69,0.625,0.625,0.8378378378378378,0.31,0.94
answer_topk_mass,0.43173287114803666,<=,70,6,94,30,0.38,0.38,0.4268292682926829,0.7,0.06
answer_topk_mass,0.4321956261524359,>=,30,94,6,70,0.62,0.62,0.8333333333333334,0.3,0.94
answer_topk_mass,0.4321956261524359,<=,71,6,94,29,0.385,0.385,0.4303030303030303,0.71,0.06
answer_topk_mass,0.43320819968568874,>=,29,94,6,71,0.615,0.615,0.8285714285714286,0.29,0.94
answer_topk_mass,0.43320819968568874,<=,72,6,94,28,0.39,0.39,0.43373493975903615,0.72,0.06
answer_topk_mass,0.4336270829941521,>=,28,94,6,72,0.61,0.61,0.8235294117647058,0.28,0.94
answer_topk_mass,0.4336270829941521,<=,73,6,94,27,0.395,0.395,0.437125748502994,0.73,0.06
answer_topk_mass,0.4344686677494626,>=,27,94,6,73,0.605,0.605,0.8181818181818182,0.27,0.94
answer_topk_mass,0.4344686677494626,<=,73,5,95,27,0.39,0.39,0.43452380952380953,0.73,0.05
answer_topk_mass,0.43520545633150665,>=,27,95,5,73,0.61,0.61,0.84375,0.27,0.95
answer_topk_mass,0.43520545633150665,<=,74,5,95,26,0.395,0.395,0.4378698224852071,0.74,0.05
answer_topk_mass,0.4385874031177686,>=,26,95,5,74,0.605,0.605,0.8387096774193549,0.26,0.95
answer_topk_mass,0.4385874031177686,<=,75,5,95,25,0.4,0.4,0.4411764705882353,0.75,0.05
answer_topk_mass,0.44097461139700583,>=,25,95,5,75,0.6,0.6,0.8333333333333334,0.25,0.95
answer_topk_mass,0.44097461139700583,<=,76,5,95,24,0.405,0.405,0.4444444444444444,0.76,0.05
answer_topk_mass,0.44159647534567337,>=,24,95,5,76,0.595,0.595,0.8275862068965517,0.24,0.95
answer_topk_mass,0.44159647534567337,<=,77,5,95,23,0.41,0.41000000000000003,0.4476744186046512,0.77,0.05
answer_topk_mass,0.44222417142241244,>=,23,95,5,77,0.59,0.59,0.8214285714285714,0.23,0.95
answer_topk_mass,0.44222417142241244,<=,78,5,95,22,0.415,0.41500000000000004,0.4508670520231214,0.78,0.05
answer_topk_mass,0.4427933542489077,>=,22,95,5,78,0.585,0.585,0.8148148148148148,0.22,0.95
answer_topk_mass,0.4427933542489077,<=,79,5,95,21,0.42,0.42000000000000004,0.4540229885057471,0.79,0.05
answer_topk_mass,0.4434370422581929,>=,21,95,5,79,0.58,0.58,0.8076923076923077,0.21,0.95
answer_topk_mass,0.4434370422581929,<=,80,5,95,20,0.425,0.42500000000000004,0.45714285714285713,0.8,0.05
answer_topk_mass,0.44365061888499446,>=,20,95,5,80,0.575,0.575,0.8,0.2,0.95
answer_topk_mass,0.44365061888499446,<=,81,5,95,19,0.43,0.43000000000000005,0.4602272727272727,0.81,0.05
answer_topk_mass,0.4456222652148664,>=,19,95,5,81,0.57,0.57,0.7916666666666666,0.19,0.95
answer_topk_mass,0.4456222652148664,<=,82,5,95,18,0.435,0.435,0.4632768361581921,0.82,0.05
answer_topk_mass,0.4459073395554867,>=,18,95,5,82,0.565,0.565,0.782608695652174,0.18,0.95
answer_topk_mass,0.4459073395554867,<=,82,4,96,18,0.43,0.43,0.4606741573033708,0.82,0.04
answer_topk_mass,0.45297088326631463,>=,18,96,4,82,0.57,0.57,0.8181818181818182,0.18,0.96
answer_topk_mass,0.45297088326631463,<=,83,4,96,17,0.435,0.435,0.46368715083798884,0.83,0.04
answer_topk_mass,0.4536980826594495,>=,17,96,4,83,0.565,0.565,0.8095238095238095,0.17,0.96
answer_topk_mass,0.4536980826594495,<=,84,4,96,16,0.44,0.44,0.4666666666666667,0.84,0.04
answer_topk_mass,0.45386025595751833,>=,16,96,4,84,0.56,0.5599999999999999,0.8,0.16,0.96
answer_topk_mass,0.45386025595751833,<=,85,4,96,15,0.445,0.445,0.4696132596685083,0.85,0.04
answer_topk_mass,0.45464428241836663,>=,15,96,4,85,0.555,0.5549999999999999,0.7894736842105263,0.15,0.96
answer_topk_mass,0.45464428241836663,<=,85,3,97,15,0.44,0.44,0.46703296703296704,0.85,0.03
answer_topk_mass,0.4590815774485997,>=,15,97,3,85,0.56,0.5599999999999999,0.8333333333333334,0.15,0.97
answer_topk_mass,0.4590815774485997,<=,85,2,98,15,0.435,0.435,0.4644808743169399,0.85,0.02
answer_topk_mass,0.4599500779285922,>=,15,98,2,85,0.565,0.565,0.8823529411764706,0.15,0.98
answer_topk_mass,0.4599500779285922,<=,86,2,98,14,0.44,0.44,0.4673913043478261,0.86,0.02
answer_topk_mass,0.46083672544221727,>=,14,98,2,86,0.56,0.56,0.875,0.14,0.98
answer_topk_mass,0.46083672544221727,<=,87,2,98,13,0.445,0.445,0.4702702702702703,0.87,0.02
answer_topk_mass,0.4628251920782486,>=,13,98,2,87,0.555,0.5549999999999999,0.8666666666666667,0.13,0.98
answer_topk_mass,0.4628251920782486,<=,88,2,98,12,0.45,0.45,0.4731182795698925,0.88,0.02
answer_topk_mass,0.46465806275289395,>=,12,98,2,88,0.55,0.55,0.8571428571428571,0.12,0.98
answer_topk_mass,0.46465806275289395,<=,89,2,98,11,0.455,0.455,0.47593582887700536,0.89,0.02
answer_topk_mass,0.46479754742970564,>=,11,98,2,89,0.545,0.545,0.8461538461538461,0.11,0.98
answer_topk_mass,0.46479754742970564,<=,90,2,98,10,0.46,0.46,0.4787234042553192,0.9,0.02
answer_topk_mass,0.46605325408011206,>=,10,98,2,90,0.54,0.54,0.8333333333333334,0.1,0.98
answer_topk_mass,0.46605325408011206,<=,91,2,98,9,0.465,0.465,0.48148148148148145,0.91,0.02
answer_topk_mass,0.46832780725533363,>=,9,98,2,91,0.535,0.535,0.8181818181818182,0.09,0.98
answer_topk_mass,0.46832780725533363,<=,91,1,99,9,0.46,0.46,0.4789473684210526,0.91,0.01
answer_topk_mass,0.46968690159401993,>=,9,99,1,91,0.54,0.54,0.9,0.09,0.99
answer_topk_mass,0.46968690159401993,<=,92,1,99,8,0.465,0.465,0.4816753926701571,0.92,0.01
answer_topk_mass,0.46977781314999123,>=,8,99,1,92,0.535,0.535,0.8888888888888888,0.08,0.99
answer_topk_mass,0.46977781314999123,<=,93,1,99,7,0.47,0.47000000000000003,0.484375,0.93,0.01
answer_topk_mass,0.46992085187782945,>=,7,99,1,93,0.53,0.53,0.875,0.07,0.99
answer_topk_mass,0.46992085187782945,<=,94,1,99,6,0.475,0.475,0.48704663212435234,0.94,0.01
answer_topk_mass,0.47114059009607245,>=,6,99,1,94,0.525,0.525,0.8571428571428571,0.06,0.99
answer_topk_mass,0.47114059009607245,<=,94,0,100,6,0.47,0.47,0.4845360824742268,0.94,0.0
answer_topk_mass,0.4746798594493463,>=,6,100,0,94,0.53,0.53,1.0,0.06,1.0
answer_topk_mass,0.4746798594493463,<=,95,0,100,5,0.475,0.475,0.48717948717948717,0.95,0.0
answer_topk_mass,0.4754870253285147,>=,5,100,0,95,0.525,0.525,1.0,0.05,1.0
answer_topk_mass,0.4754870253285147,<=,96,0,100,4,0.48,0.48,0.4897959183673469,0.96,0.0
answer_topk_mass,0.4845093521469719,>=,4,100,0,96,0.52,0.52,1.0,0.04,1.0
answer_topk_mass,0.4845093521469719,<=,97,0,100,3,0.485,0.485,0.49238578680203043,0.97,0.0
answer_topk_mass,0.4856195662453163,>=,3,100,0,97,0.515,0.515,1.0,0.03,1.0
answer_topk_mass,0.4856195662453163,<=,98,0,100,2,0.49,0.49,0.494949494949495,0.98,0.0
answer_topk_mass,0.48932909643022393,>=,2,100,0,98,0.51,0.51,1.0,0.02,1.0
answer_topk_mass,0.48932909643022393,<=,99,0,100,1,0.495,0.495,0.49748743718592964,0.99,0.0
answer_topk_mass,0.498602417338482,>=,1,100,0,99,0.505,0.505,1.0,0.01,1.0
answer_topk_mass,0.498602417338482,<=,100,0,100,0,0.5,0.5,0.5,1.0,0.0
answer_peak_value,0.000640642421785742,>=,100,0,100,0,0.5,0.5,0.5,1.0,0.0
answer_peak_value,0.000640642421785742,<=,1,100,0,99,0.505,0.505,1.0,0.01,1.0
answer_peak_value,0.0009963562479242682,>=,99,0,100,1,0.495,0.495,0.49748743718592964,0.99,0.0
answer_peak_value,0.0009963562479242682,<=,2,100,0,98,0.51,0.51,1.0,0.02,1.0
answer_peak_value,0.0010019023902714252,>=,98,0,100,2,0.49,0.49,0.494949494949495,0.98,0.0
